age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,was_previously_contacted,last_contact_category,previous_contact_category,client_status
46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,2,369,2,success,yes,1,long_ago,few_times,possible_client_category
35,technician,married,secondary,no,2779,no,no,cellular,26,apr,2,186,2,success,yes,1,long_ago,few_times,possible_client_category
41,technician,single,tertiary,no,431,no,no,cellular,26,apr,2,186,3,success,no,1,long_ago,few_times,failure
26,management,single,tertiary,no,222,no,no,cellular,26,apr,1,334,1,failure,yes,1,long_ago,contacted_once,possible_client_category
46,blue-collar,married,secondary,no,1723,no,no,cellular,26,apr,3,192,4,other,no,1,long_ago,many_times,failure
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1,192,4,failure,yes,1,long_ago,many_times,possible_client_category
60,housemaid,married,primary,no,182,no,no,cellular,26,apr,5,181,5,failure,no,1,long_ago,many_times,failure
29,management,single,tertiary,no,1445,no,no,cellular,26,apr,2,143,2,success,yes,1,long_ago,few_times,possible_client_category
70,retired,married,secondary,no,2815,no,no,cellular,26,apr,2,182,1,failure,no,1,long_ago,contacted_once,failure
30,technician,single,tertiary,no,655,no,no,cellular,26,apr,1,202,2,success,yes,1,long_ago,few_times,possible_client_category
35,technician,married,tertiary,no,0,yes,yes,cellular,26,apr,3,363,2,failure,no,1,long_ago,few_times,failure
32,admin.,single,secondary,no,154,yes,no,cellular,26,apr,1,521,2,failure,no,1,long_ago,few_times,failure
34,admin.,single,secondary,no,607,no,no,cellular,26,apr,1,326,3,other,no,1,long_ago,few_times,failure
77,retired,married,unknown,no,992,no,no,cellular,27,apr,2,182,2,failure,no,1,long_ago,few_times,failure
63,blue-collar,married,primary,no,115,no,no,telephone,27,apr,1,180,7,failure,yes,1,long_ago,many_times,possible_client_category
31,management,single,tertiary,no,725,yes,no,cellular,27,apr,1,452,1,other,no,1,long_ago,contacted_once,failure
68,retired,married,primary,no,7945,no,no,cellular,27,apr,1,181,1,failure,no,1,long_ago,contacted_once,failure
61,housemaid,married,primary,no,848,no,no,cellular,27,apr,1,187,1,other,no,1,long_ago,contacted_once,failure
37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,2,179,3,other,yes,1,long_ago,few_times,possible_client_category
26,management,single,tertiary,no,1438,no,no,cellular,27,apr,1,449,1,other,yes,1,long_ago,contacted_once,possible_client_category
54,admin.,married,unknown,no,140,no,no,telephone,27,apr,2,182,2,failure,yes,1,long_ago,few_times,possible_client_category
37,admin.,married,secondary,no,55,yes,yes,cellular,27,apr,1,329,4,other,no,1,long_ago,many_times,failure
70,retired,married,secondary,no,616,no,no,cellular,27,apr,2,182,1,failure,no,1,long_ago,contacted_once,failure
69,retired,married,secondary,no,0,no,no,cellular,28,apr,2,126,2,other,yes,1,long_ago,few_times,possible_client_category
76,self-employed,married,unknown,no,4984,no,no,telephone,28,apr,1,182,1,success,yes,1,long_ago,contacted_once,possible_client_category
30,management,single,tertiary,no,697,no,no,cellular,28,apr,2,181,8,success,yes,1,long_ago,many_times,possible_client_category
66,retired,married,primary,no,1004,no,no,cellular,28,apr,1,182,1,success,no,1,long_ago,contacted_once,failure
64,retired,married,secondary,no,4787,no,no,cellular,28,apr,1,182,1,success,yes,1,long_ago,contacted_once,possible_client_category
55,housemaid,married,secondary,no,962,yes,no,cellular,28,apr,1,181,3,success,yes,1,long_ago,few_times,possible_client_category
41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,1,181,3,success,yes,1,long_ago,few_times,possible_client_category
79,retired,divorced,primary,no,20,no,no,cellular,29,apr,2,182,1,other,no,1,long_ago,contacted_once,failure
56,technician,married,secondary,no,0,yes,yes,cellular,29,apr,1,223,3,other,no,1,long_ago,few_times,failure
63,retired,married,primary,no,12067,no,no,telephone,29,apr,1,191,1,failure,yes,1,long_ago,contacted_once,possible_client_category
49,technician,single,secondary,no,1245,no,no,cellular,29,apr,2,198,2,failure,no,1,long_ago,few_times,failure
48,admin.,married,secondary,no,2533,no,no,cellular,29,apr,2,633,1,failure,no,1,long_ago,contacted_once,failure
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,3,426,1,other,yes,1,long_ago,contacted_once,possible_client_category
37,management,married,secondary,no,565,no,no,cellular,29,apr,1,398,1,success,yes,1,long_ago,contacted_once,possible_client_category
19,student,single,secondary,no,329,no,no,cellular,30,apr,1,190,2,success,yes,1,long_ago,few_times,possible_client_category
32,management,married,tertiary,no,6138,no,no,cellular,30,apr,2,196,7,success,no,1,long_ago,many_times,failure
61,retired,divorced,secondary,no,4243,no,no,cellular,30,apr,1,182,2,success,yes,1,long_ago,few_times,possible_client_category
30,management,married,tertiary,no,4328,no,no,cellular,30,apr,3,189,11,other,yes,1,long_ago,many_times,possible_client_category
37,services,married,secondary,no,4017,no,no,cellular,30,apr,2,196,1,success,yes,1,long_ago,contacted_once,possible_client_category
54,technician,married,tertiary,no,395,no,no,cellular,30,apr,1,183,2,success,yes,1,long_ago,few_times,possible_client_category
45,admin.,married,secondary,no,205,no,no,cellular,4,may,1,90,2,success,yes,1,long_ago,few_times,possible_client_category
38,management,married,tertiary,no,238,no,no,cellular,4,may,1,90,2,success,no,1,long_ago,few_times,failure
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,1,89,3,success,yes,1,long_ago,few_times,possible_client_category
48,management,married,tertiary,no,0,yes,no,cellular,4,may,1,61,5,failure,no,1,long_ago,many_times,failure
60,blue-collar,married,primary,no,5,no,no,cellular,4,may,1,95,2,success,yes,1,long_ago,few_times,possible_client_category
45,housemaid,married,secondary,no,360,no,no,cellular,4,may,1,182,1,success,no,1,long_ago,contacted_once,failure
50,technician,married,secondary,no,402,no,no,cellular,4,may,1,180,2,failure,no,1,long_ago,few_times,failure
29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,1,88,4,success,yes,1,long_ago,many_times,possible_client_category
77,retired,married,tertiary,no,7802,no,no,telephone,4,may,1,92,2,success,yes,1,long_ago,few_times,possible_client_category
33,services,married,secondary,no,1697,no,no,cellular,4,may,1,182,1,success,yes,1,long_ago,contacted_once,possible_client_category
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,may,1,181,5,failure,no,1,long_ago,many_times,failure
35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,2,89,2,success,yes,1,long_ago,few_times,possible_client_category
64,management,married,unknown,no,2352,no,no,cellular,4,may,2,182,11,success,yes,1,long_ago,many_times,possible_client_category
80,retired,married,primary,no,155,no,no,telephone,4,may,1,53,3,success,yes,1,moderate,few_times,possible_client_category
34,self-employed,married,tertiary,no,263,no,no,cellular,4,may,1,78,8,other,no,1,long_ago,many_times,failure
29,admin.,single,secondary,no,3528,no,no,cellular,4,may,1,208,1,success,no,1,long_ago,contacted_once,failure
32,admin.,married,tertiary,no,390,yes,yes,cellular,5,may,1,243,1,other,no,1,long_ago,contacted_once,failure
33,admin.,married,tertiary,no,79,yes,no,cellular,5,may,1,195,4,success,yes,1,long_ago,many_times,possible_client_category
37,management,married,secondary,no,565,no,no,cellular,5,may,1,6,2,success,no,1,recent,few_times,failure
30,management,married,tertiary,no,451,no,no,cellular,5,may,1,274,3,failure,no,1,long_ago,few_times,failure
41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,1,90,7,success,yes,1,long_ago,many_times,possible_client_category
74,retired,married,secondary,no,935,no,no,cellular,5,may,1,99,2,failure,yes,1,long_ago,few_times,possible_client_category
33,blue-collar,single,secondary,no,228,no,no,telephone,5,may,1,89,4,failure,no,1,long_ago,many_times,failure
29,student,single,unknown,no,2929,no,no,cellular,5,may,1,89,4,other,yes,1,long_ago,many_times,possible_client_category
27,management,single,secondary,no,145,yes,no,cellular,5,may,4,89,3,failure,no,1,long_ago,few_times,failure
54,housemaid,married,secondary,no,1182,yes,no,cellular,6,may,2,241,2,failure,no,1,long_ago,few_times,failure
53,retired,married,secondary,no,4968,no,no,cellular,6,may,1,87,2,failure,no,1,long_ago,few_times,failure
46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,1,55,5,success,yes,1,moderate,many_times,possible_client_category
37,technician,married,tertiary,no,88,no,no,cellular,6,may,1,90,3,other,yes,1,long_ago,few_times,possible_client_category
67,retired,divorced,secondary,no,704,no,no,cellular,6,may,1,87,3,success,yes,1,long_ago,few_times,possible_client_category
47,admin.,married,tertiary,no,97,yes,no,cellular,6,may,1,87,3,failure,no,1,long_ago,few_times,failure
56,management,divorced,tertiary,no,2037,no,no,cellular,6,may,1,91,5,success,no,1,long_ago,many_times,failure
60,housemaid,married,primary,no,182,no,no,cellular,6,may,1,10,10,failure,no,1,moderate,many_times,failure
34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,1,90,8,failure,no,1,long_ago,many_times,failure
36,admin.,single,tertiary,no,994,no,no,cellular,6,may,1,90,6,success,yes,1,long_ago,many_times,possible_client_category
37,management,married,tertiary,no,2283,no,no,cellular,6,may,2,98,2,failure,yes,1,long_ago,few_times,possible_client_category
37,technician,married,tertiary,no,4596,yes,no,cellular,7,may,2,211,4,success,no,1,long_ago,many_times,failure
51,technician,married,tertiary,no,0,no,no,cellular,7,may,2,66,2,success,yes,1,long_ago,few_times,possible_client_category
83,retired,married,secondary,no,0,no,no,telephone,7,may,2,268,2,failure,no,1,long_ago,few_times,failure
35,management,married,tertiary,no,62,no,no,cellular,7,may,2,88,4,success,yes,1,long_ago,many_times,possible_client_category
47,blue-collar,married,tertiary,no,3745,no,no,cellular,7,may,1,200,1,failure,no,1,long_ago,contacted_once,failure
53,management,married,tertiary,no,3634,no,no,cellular,7,may,4,88,8,success,yes,1,long_ago,many_times,possible_client_category
32,technician,married,tertiary,no,2976,yes,no,cellular,10,may,5,94,6,success,no,1,long_ago,many_times,failure
46,management,married,tertiary,no,273,yes,no,cellular,10,may,6,53,6,success,yes,1,moderate,many_times,possible_client_category
21,student,single,secondary,no,130,no,no,cellular,11,may,2,273,4,failure,no,1,long_ago,many_times,failure
20,student,single,secondary,no,291,no,no,telephone,11,may,5,371,5,failure,no,1,long_ago,many_times,failure
43,self-employed,married,tertiary,no,10072,no,no,cellular,12,may,1,77,5,failure,no,1,long_ago,many_times,failure
66,retired,married,secondary,no,3409,no,no,cellular,12,may,1,86,2,failure,no,1,long_ago,few_times,failure
78,retired,divorced,secondary,no,3417,no,no,cellular,12,may,1,181,1,success,yes,1,long_ago,contacted_once,possible_client_category
42,management,married,tertiary,no,27696,no,no,cellular,12,may,2,89,5,success,yes,1,long_ago,many_times,possible_client_category
34,services,married,secondary,no,1076,no,no,cellular,12,may,1,182,6,success,yes,1,long_ago,many_times,possible_client_category
34,technician,married,secondary,no,133,no,no,cellular,12,may,2,181,3,success,yes,1,long_ago,few_times,possible_client_category
66,management,married,secondary,no,587,no,no,cellular,12,may,2,392,2,success,yes,1,long_ago,few_times,possible_client_category
40,management,single,tertiary,no,1509,no,no,cellular,12,may,1,58,3,failure,no,1,moderate,few_times,failure
54,management,married,tertiary,no,1624,no,no,cellular,12,may,3,182,10,success,yes,1,long_ago,many_times,possible_client_category
31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,2,267,1,failure,yes,1,long_ago,contacted_once,possible_client_category
33,services,married,secondary,no,386,no,no,cellular,12,may,1,181,5,success,yes,1,long_ago,many_times,possible_client_category
19,student,single,primary,no,608,no,no,cellular,12,may,1,180,2,success,yes,1,long_ago,few_times,possible_client_category
31,technician,single,secondary,no,1282,no,no,cellular,12,may,1,460,2,failure,no,1,long_ago,few_times,failure
24,technician,single,secondary,no,598,no,no,cellular,12,may,1,182,2,success,yes,1,long_ago,few_times,possible_client_category
29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,1,50,3,success,yes,1,moderate,few_times,possible_client_category
28,admin.,single,secondary,no,4745,no,no,telephone,12,may,1,181,5,success,yes,1,long_ago,many_times,possible_client_category
31,management,single,tertiary,no,533,no,no,telephone,12,may,1,90,10,success,yes,1,long_ago,many_times,possible_client_category
50,technician,married,tertiary,no,2611,no,no,cellular,12,may,1,387,2,success,no,1,long_ago,few_times,failure
22,student,single,secondary,no,123,no,no,telephone,12,may,2,89,7,success,no,1,long_ago,many_times,failure
54,blue-collar,divorced,primary,no,4401,no,no,telephone,13,may,1,183,2,success,yes,1,long_ago,few_times,possible_client_category
59,management,married,tertiary,no,138,yes,yes,cellular,13,may,1,280,4,failure,no,1,long_ago,many_times,failure
54,unknown,married,secondary,no,2206,no,no,cellular,13,may,1,91,4,success,yes,1,long_ago,many_times,possible_client_category
27,self-employed,single,tertiary,no,168,no,no,cellular,13,may,1,182,2,success,no,1,long_ago,few_times,failure
77,retired,married,primary,no,3324,no,no,cellular,13,may,1,91,5,success,yes,1,long_ago,many_times,possible_client_category
40,admin.,married,secondary,no,260,yes,no,cellular,13,may,1,181,5,success,yes,1,long_ago,many_times,possible_client_category
63,retired,divorced,tertiary,no,0,no,no,cellular,13,may,1,181,2,success,yes,1,long_ago,few_times,possible_client_category
37,management,married,tertiary,no,2987,yes,no,cellular,13,may,1,87,10,success,yes,1,long_ago,many_times,possible_client_category
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,2,182,3,success,yes,1,long_ago,few_times,possible_client_category
27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,1,87,3,success,yes,1,long_ago,few_times,possible_client_category
35,management,married,tertiary,no,8000,no,no,cellular,13,may,1,90,3,success,yes,1,long_ago,few_times,possible_client_category
68,retired,married,secondary,no,1146,no,no,cellular,13,may,1,71,5,success,yes,1,long_ago,many_times,possible_client_category
53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,1,84,1,other,yes,1,long_ago,contacted_once,possible_client_category
37,technician,single,tertiary,no,197,no,no,cellular,13,may,1,87,3,success,yes,1,long_ago,few_times,possible_client_category
65,retired,married,unknown,no,679,no,no,cellular,13,may,2,178,1,success,no,1,long_ago,contacted_once,failure
32,student,single,unknown,no,376,no,no,cellular,13,may,2,178,3,failure,no,1,long_ago,few_times,failure
58,admin.,married,secondary,no,169,no,no,cellular,13,may,3,87,5,success,yes,1,long_ago,many_times,possible_client_category
37,management,married,tertiary,no,393,yes,no,cellular,14,may,3,275,4,failure,yes,1,long_ago,many_times,possible_client_category
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,2,183,2,other,yes,1,long_ago,few_times,possible_client_category
63,retired,married,secondary,no,1486,no,no,cellular,14,may,5,316,3,other,no,1,long_ago,few_times,failure
34,admin.,married,secondary,no,920,no,no,cellular,14,may,3,179,3,success,yes,1,long_ago,few_times,possible_client_category
50,admin.,married,secondary,no,3608,yes,no,cellular,14,may,8,182,4,success,yes,1,long_ago,many_times,possible_client_category
70,retired,married,secondary,no,1164,no,no,telephone,14,may,3,185,2,failure,no,1,long_ago,few_times,failure
50,technician,divorced,secondary,no,0,yes,no,cellular,14,may,3,92,3,failure,no,1,long_ago,few_times,failure
56,management,married,primary,no,870,no,no,cellular,14,may,1,179,1,success,yes,1,long_ago,contacted_once,possible_client_category
57,retired,married,primary,no,9367,no,no,cellular,14,may,4,92,7,success,yes,1,long_ago,many_times,possible_client_category
29,unemployed,single,primary,no,1374,no,no,cellular,14,may,2,178,7,success,yes,1,long_ago,many_times,possible_client_category
75,retired,married,tertiary,no,6027,no,no,cellular,14,may,1,179,4,success,yes,1,long_ago,many_times,possible_client_category
46,management,married,tertiary,no,349,no,no,cellular,14,may,4,88,3,success,yes,1,long_ago,few_times,possible_client_category
48,technician,divorced,secondary,no,-63,no,yes,unknown,15,may,1,670,5,other,no,1,long_ago,many_times,failure
29,technician,single,tertiary,no,865,no,no,cellular,17,may,3,243,1,failure,no,1,long_ago,contacted_once,failure
54,management,divorced,tertiary,no,2152,no,no,cellular,17,may,3,186,7,other,no,1,long_ago,many_times,failure
56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,1,181,2,other,yes,1,long_ago,few_times,possible_client_category
72,retired,married,secondary,no,5715,no,no,cellular,17,may,1,181,2,success,yes,1,long_ago,few_times,possible_client_category
27,student,single,tertiary,no,39,no,no,cellular,17,may,1,258,10,other,yes,1,long_ago,many_times,possible_client_category
52,management,married,tertiary,no,583,no,no,cellular,17,may,1,181,3,success,yes,1,long_ago,few_times,possible_client_category
50,admin.,married,secondary,no,2695,no,no,cellular,17,may,2,159,2,other,no,1,long_ago,few_times,failure
38,management,married,tertiary,no,1276,no,no,cellular,17,may,2,182,3,success,yes,1,long_ago,few_times,possible_client_category
73,retired,married,secondary,no,2850,no,no,cellular,17,may,2,28,5,failure,no,1,moderate,many_times,failure
64,retired,married,secondary,no,1612,no,no,cellular,18,may,1,89,5,failure,yes,1,long_ago,many_times,possible_client_category
38,blue-collar,married,secondary,no,4321,no,no,cellular,18,may,1,85,6,failure,no,1,long_ago,many_times,failure
27,unknown,single,tertiary,no,6421,no,no,cellular,18,may,3,110,4,failure,no,1,long_ago,many_times,failure
62,retired,married,secondary,no,3114,no,no,cellular,18,may,2,186,1,success,yes,1,long_ago,contacted_once,possible_client_category
41,admin.,married,tertiary,no,1,yes,no,telephone,18,may,2,361,3,failure,yes,1,long_ago,few_times,possible_client_category
29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,1,357,1,other,yes,1,long_ago,contacted_once,possible_client_category
53,technician,married,secondary,no,195,yes,no,cellular,19,may,1,90,6,success,yes,1,long_ago,many_times,possible_client_category
58,retired,married,secondary,no,1230,no,no,cellular,20,may,1,87,1,failure,yes,1,long_ago,contacted_once,possible_client_category
61,admin.,married,unknown,no,1088,yes,no,cellular,20,may,1,359,1,failure,no,1,long_ago,contacted_once,failure
46,management,single,secondary,no,5993,no,no,cellular,20,may,1,56,3,failure,no,1,moderate,few_times,failure
37,management,married,tertiary,no,3236,no,no,cellular,20,may,2,202,5,other,yes,1,long_ago,many_times,possible_client_category
60,management,married,secondary,no,0,no,no,cellular,20,may,4,87,8,failure,no,1,long_ago,many_times,failure
47,blue-collar,married,secondary,no,1568,yes,no,cellular,21,may,3,91,8,success,yes,1,long_ago,many_times,possible_client_category
53,management,married,tertiary,no,1356,yes,no,cellular,21,may,1,193,6,failure,no,1,long_ago,many_times,failure
47,admin.,married,secondary,no,368,no,no,cellular,21,may,1,87,6,success,yes,1,long_ago,many_times,possible_client_category
46,self-employed,married,secondary,no,706,no,no,cellular,21,may,1,386,3,failure,yes,1,long_ago,few_times,possible_client_category
30,management,single,tertiary,no,499,yes,no,cellular,21,may,1,281,3,failure,no,1,long_ago,few_times,failure
51,management,married,tertiary,no,2635,no,no,cellular,21,may,3,74,5,failure,yes,1,long_ago,many_times,possible_client_category
70,management,married,secondary,no,4,no,no,cellular,21,may,1,85,9,failure,no,1,long_ago,many_times,failure
31,blue-collar,single,secondary,no,411,no,no,cellular,21,may,3,361,1,failure,no,1,long_ago,contacted_once,failure
31,unemployed,single,secondary,no,2616,no,no,cellular,21,may,1,185,2,other,yes,1,long_ago,few_times,possible_client_category
21,student,single,secondary,no,215,no,no,cellular,24,may,1,89,7,success,yes,1,long_ago,many_times,possible_client_category
71,retired,married,primary,no,3230,no,no,cellular,24,may,2,133,3,failure,yes,1,long_ago,few_times,possible_client_category
25,self-employed,single,unknown,no,1179,no,no,cellular,24,may,2,95,5,failure,no,1,long_ago,many_times,failure
78,retired,married,primary,no,680,no,no,telephone,24,may,1,89,9,failure,no,1,long_ago,many_times,failure
49,self-employed,divorced,tertiary,no,3293,no,no,cellular,24,may,1,77,9,failure,no,1,long_ago,many_times,failure
52,admin.,single,secondary,no,726,yes,no,cellular,24,may,1,378,9,failure,yes,1,long_ago,many_times,possible_client_category
27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,1,389,1,failure,yes,1,long_ago,contacted_once,possible_client_category
25,student,single,secondary,no,3713,no,no,cellular,24,may,2,353,3,other,yes,1,long_ago,few_times,possible_client_category
33,services,single,secondary,no,152,yes,no,cellular,25,may,2,365,2,success,yes,1,long_ago,few_times,possible_client_category
33,management,single,tertiary,no,576,no,no,cellular,25,may,1,111,2,other,no,1,long_ago,few_times,failure
28,student,single,secondary,no,1925,no,no,cellular,25,may,1,88,4,failure,yes,1,long_ago,many_times,possible_client_category
30,admin.,single,secondary,no,265,yes,no,cellular,25,may,1,181,2,success,yes,1,long_ago,few_times,possible_client_category
59,management,married,primary,no,1727,no,no,telephone,25,may,4,358,2,failure,yes,1,long_ago,few_times,possible_client_category
56,management,married,tertiary,no,12356,yes,no,cellular,26,may,1,551,5,other,yes,1,long_ago,many_times,possible_client_category
33,services,single,secondary,no,2881,no,no,cellular,26,may,1,328,1,success,yes,1,long_ago,contacted_once,possible_client_category
31,technician,single,secondary,no,846,no,no,cellular,26,may,3,205,2,failure,yes,1,long_ago,few_times,possible_client_category
39,management,married,tertiary,no,613,no,no,cellular,26,may,2,391,2,success,no,1,long_ago,few_times,failure
40,technician,married,secondary,no,2266,no,no,cellular,26,may,3,89,7,other,yes,1,long_ago,many_times,possible_client_category
33,management,single,tertiary,no,9317,no,no,cellular,26,may,1,205,3,failure,no,1,long_ago,few_times,failure
66,management,married,unknown,no,2149,yes,no,cellular,26,may,2,90,11,success,yes,1,long_ago,many_times,possible_client_category
27,blue-collar,single,tertiary,no,567,no,no,cellular,26,may,3,182,3,success,yes,1,long_ago,few_times,possible_client_category
67,retired,married,primary,no,1430,no,no,telephone,26,may,2,135,5,success,yes,1,long_ago,many_times,possible_client_category
39,unemployed,divorced,secondary,no,265,yes,no,unknown,27,may,1,555,2,other,yes,1,long_ago,few_times,possible_client_category
46,housemaid,married,secondary,no,38,no,no,cellular,27,may,3,183,1,success,yes,1,long_ago,contacted_once,possible_client_category
58,management,married,secondary,no,139,no,no,cellular,27,may,1,161,2,other,no,1,long_ago,few_times,failure
23,student,single,tertiary,no,691,no,no,cellular,27,may,1,178,6,success,yes,1,long_ago,many_times,possible_client_category
47,services,divorced,unknown,no,973,no,no,cellular,27,may,1,479,1,failure,yes,1,long_ago,contacted_once,possible_client_category
28,services,single,tertiary,no,128,no,no,cellular,27,may,1,414,1,failure,yes,1,long_ago,contacted_once,possible_client_category
55,services,divorced,secondary,no,379,no,no,cellular,27,may,3,219,2,other,no,1,long_ago,few_times,failure
60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,3,279,4,success,yes,1,long_ago,many_times,possible_client_category
29,blue-collar,single,tertiary,no,455,no,no,telephone,27,may,2,36,1,success,yes,1,moderate,contacted_once,possible_client_category
32,admin.,single,secondary,no,554,yes,no,cellular,28,may,2,368,5,failure,no,1,long_ago,many_times,failure
59,retired,married,primary,no,4007,no,no,cellular,28,may,3,63,6,failure,no,1,long_ago,many_times,failure
54,technician,married,secondary,no,65,no,no,cellular,28,may,4,93,4,failure,no,1,long_ago,many_times,failure
23,student,single,secondary,no,922,no,no,cellular,28,may,2,184,9,failure,yes,1,long_ago,many_times,possible_client_category
39,technician,married,tertiary,no,108,no,no,cellular,28,may,3,28,2,other,no,1,moderate,few_times,failure
26,student,single,secondary,no,4613,no,no,cellular,28,may,3,196,2,other,yes,1,long_ago,few_times,possible_client_category
28,student,single,tertiary,no,118,no,no,cellular,31,may,2,35,5,other,no,1,moderate,many_times,failure
83,retired,divorced,primary,no,0,no,no,telephone,31,may,1,77,3,success,no,1,long_ago,few_times,failure
33,management,married,tertiary,no,1388,yes,no,cellular,31,may,1,202,3,failure,no,1,long_ago,few_times,failure
41,entrepreneur,married,tertiary,no,70,no,no,unknown,31,may,1,557,1,failure,no,1,long_ago,contacted_once,failure
57,management,divorced,unknown,no,2986,no,no,unknown,1,jun,1,166,3,success,no,1,long_ago,few_times,failure
36,technician,married,secondary,no,1368,no,no,cellular,1,jun,1,292,5,failure,yes,1,long_ago,many_times,possible_client_category
33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,1,237,2,failure,yes,1,long_ago,few_times,possible_client_category
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,jun,2,91,12,success,yes,1,long_ago,many_times,possible_client_category
65,retired,divorced,primary,no,1840,no,no,cellular,1,jun,2,188,5,failure,no,1,long_ago,many_times,failure
28,services,single,secondary,no,168,no,no,cellular,1,jun,3,140,2,success,yes,1,long_ago,few_times,possible_client_category
70,retired,married,primary,no,2346,no,no,cellular,1,jun,1,97,6,success,no,1,long_ago,many_times,failure
51,management,married,tertiary,no,176,yes,yes,unknown,1,jun,1,687,2,failure,no,1,long_ago,few_times,failure
28,management,single,tertiary,no,223,yes,no,cellular,1,jun,1,278,3,success,yes,1,long_ago,few_times,possible_client_category
32,management,married,tertiary,no,1402,no,no,unknown,1,jun,1,557,2,failure,no,1,long_ago,few_times,failure
29,blue-collar,married,secondary,no,3310,no,no,cellular,2,jun,2,117,2,failure,no,1,long_ago,few_times,failure
49,admin.,single,tertiary,no,228,yes,no,cellular,2,jun,1,92,1,success,yes,1,long_ago,contacted_once,possible_client_category
27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,1,182,1,success,yes,1,long_ago,contacted_once,possible_client_category
28,admin.,married,secondary,no,330,no,no,cellular,2,jun,2,182,4,success,yes,1,long_ago,many_times,possible_client_category
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,1,181,2,success,yes,1,long_ago,few_times,possible_client_category
54,management,divorced,tertiary,no,496,no,no,cellular,2,jun,1,140,3,success,no,1,long_ago,few_times,failure
30,technician,single,secondary,no,1165,no,no,cellular,4,jun,2,183,3,success,yes,1,long_ago,few_times,possible_client_category
39,housemaid,divorced,secondary,no,70,no,no,cellular,4,jun,2,128,8,success,no,1,long_ago,many_times,failure
26,technician,single,tertiary,no,1066,no,no,cellular,4,jun,1,50,1,success,no,1,moderate,contacted_once,failure
62,management,married,tertiary,no,0,yes,yes,cellular,4,jun,1,64,3,failure,no,1,long_ago,few_times,failure
22,services,single,secondary,no,361,no,no,telephone,7,jun,4,367,2,failure,no,1,long_ago,few_times,failure
38,admin.,married,secondary,no,0,yes,no,cellular,8,jun,1,181,2,success,yes,1,long_ago,few_times,possible_client_category
36,technician,divorced,secondary,no,2823,yes,no,cellular,8,jun,1,371,6,failure,yes,1,long_ago,many_times,possible_client_category
39,services,married,secondary,no,1970,yes,no,unknown,8,jun,1,404,2,success,no,1,long_ago,few_times,failure
59,blue-collar,married,secondary,no,448,no,no,unknown,8,jun,1,651,7,other,no,1,long_ago,many_times,failure
59,management,married,tertiary,no,101,no,yes,unknown,9,jun,1,686,2,failure,no,1,long_ago,few_times,failure
34,management,married,tertiary,no,158,no,no,cellular,9,jun,1,92,9,success,yes,1,long_ago,many_times,possible_client_category
36,services,married,secondary,no,4721,no,no,cellular,9,jun,1,92,5,success,yes,1,long_ago,many_times,possible_client_category
31,management,married,tertiary,no,877,no,no,cellular,9,jun,1,93,7,other,yes,1,long_ago,many_times,possible_client_category
28,management,single,tertiary,no,187,no,no,cellular,9,jun,1,92,1,success,yes,1,long_ago,contacted_once,possible_client_category
80,retired,married,secondary,no,8304,no,no,telephone,9,jun,1,64,12,failure,yes,1,long_ago,many_times,possible_client_category
83,retired,married,tertiary,no,4761,no,no,telephone,9,jun,2,93,1,success,no,1,long_ago,contacted_once,failure
31,management,single,tertiary,no,147,no,no,cellular,9,jun,2,92,3,success,yes,1,long_ago,few_times,possible_client_category
39,services,married,secondary,no,323,no,no,cellular,9,jun,2,188,6,failure,yes,1,long_ago,many_times,possible_client_category
73,retired,married,primary,no,508,no,no,cellular,14,jun,4,97,1,success,no,1,long_ago,contacted_once,failure
67,retired,married,unknown,no,2540,no,no,telephone,14,jun,5,116,4,other,yes,1,long_ago,many_times,possible_client_category
29,blue-collar,single,secondary,no,322,no,no,unknown,14,jun,1,96,6,other,yes,1,long_ago,many_times,possible_client_category
